-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	+
-	-
-	+
-	-
